Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;;Ahuy;;35.348719103384596;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.034008227089815, 47.357662473562634], [5.03396581347983, 47.357660246306494], [5.033923425529608, 47.357662675164846], [5.033882159935502, 47.357669697594], [5.0338430889059875, 47.357681130007855], [5.033807226100215, 47.357696677376964], [5.03377550152051, 47.35771593457109], [5.033748738346061, 47.357738403864154], [5.03372763196555, 47.357763500702625], [5.033712728271698, 47.35779057478409], [5.033704416234996, 47.35781892368506], [5.0337029087750205, 47.357847812094505]], ""type"": ""LineString""}";47.3577151201339, 5.033825680354922
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;;;Ahuy;;56.3471165229954;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.0346674900156385, 47.35566091196881], [5.034754423528411, 47.3553895930803], [5.034790287121521, 47.35526629328132], [5.034814785080265, 47.355164148314906]], ""type"": ""LineString""}";47.35541354834979, 5.034744724623896
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;;Ahuy;;78.51320332339009;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.034008227089815, 47.357662473562634], [5.034230186842937, 47.356972525152166]], ""type"": ""LineString""}";47.3573174993574, 5.034119206966376
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Ahuy;;42.43463497355479;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.033887911366625, 47.35801098434195], [5.033930259259793, 47.35801744465705], [5.033973592974314, 47.35801910410317], [5.034016518843267, 47.35801594768054], [5.03405811263781, 47.35800808168168], [5.034097265997808, 47.357995714630334], [5.034132929565518, 47.357979178186], [5.034164152205107, 47.357958913853835], [5.034190099219918, 47.357935464564314], [5.0342100754172545, 47.35790945446954], [5.034223548652324, 47.35788158132879], [5.034230158025236, 47.35785258846868], [5.034229726631999, 47.357823251960525], [5.034222267183164, 47.357794354426]], ""type"": ""LineString""}";47.35795607960351, 5.034101374184881
Itinéraire conseillé;;Réalisé;Un;NON;Saint-Apollinaire;;85.6472735426795;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.085023288455296, 47.3336742020009], [5.0843049480080955, 47.333543890156065], [5.083992295728306, 47.33338565126402]], ""type"": ""LineString""}";47.333562255465516, 5.084496935218463
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Ahuy;;247.105597126289;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.029197857286052, 47.3633802548505], [5.031008828111157, 47.36152914486717]], ""type"": ""LineString""}";47.36245469985883, 5.030103342698604
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Chenôve;;31.721450453754496;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.017528411387835, 47.29511778666105], [5.017354973614149, 47.294857980159556]], ""type"": ""LineString""}";47.2949878834103, 5.017441692500992
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;55.2353158959736;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.106551552149389, 47.33897686089588], [5.106580827027358, 47.33896687723892], [5.106607535649094, 47.338955268574004], [5.106660717964353, 47.33892755357276], [5.106706184988367, 47.33889468040105], [5.106744807195166, 47.338857470911464], [5.106773320851484, 47.3388168459444], [5.106793423138207, 47.33877361043458], [5.106803518613403, 47.338728927370376], [5.10680282596547, 47.338683658699736], [5.106792229511107, 47.33863890856594], [5.106772613562805, 47.33859578110983], [5.106742368937691, 47.338555158808354]], ""type"": ""LineString""}";47.33879562233596, 5.106729632255759
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;72.58274284857539;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.106742368937691, 47.338555158808354], [5.1067014379152775, 47.33851591699712], [5.106651676961633, 47.33848194956525], [5.1065939428677565, 47.338453799643], [5.106529929987964, 47.33843226860146], [5.106462164642042, 47.338418140803945], [5.10639229731633, 47.338411377071104], [5.10632119972945, 47.33841279832268], [5.106252149387424, 47.33842176603775], [5.106185158647868, 47.33843855984677], [5.106123492498652, 47.33846225801458], [5.106067946011419, 47.33849227911109], [5.106020986427066, 47.338528281996645], [5.105982539668256, 47.338568862470794], [5.105965564627303, 47.33859261472114]], ""type"": ""LineString""}";47.338464441706506, 5.106347275316572
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;NON;41.6258937168948;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.105965564627303, 47.33859261472114], [5.1059430836248065, 47.338637875923816], [5.105931449692107, 47.33868484654235], [5.105931446781957, 47.33873266279364], [5.1059421592328045, 47.338779660495874], [5.1059643710342915, 47.33882497675896], [5.105997181476868, 47.33886722517489], [5.106038894889129, 47.33890560436894], [5.106081693578158, 47.338933636139274]], ""type"": ""LineString""}";47.33877806885131, 5.1059730846046385
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Ahuy;;75.0166051276089;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.03368754426405, 47.35852964658554], [5.03362803051519, 47.358697691061906], [5.0334529885235435, 47.35910807839392], [5.033400249111757, 47.359173588126914]], ""type"": ""LineString""}";47.35885835975259, 5.033556498960211
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;25.9585374645799;2023-07-10T04:00:00+02:00;"{""coordinates"": [[5.041605472446363, 47.36542512876019], [5.041762499287706, 47.365217424661445]], ""type"": ""LineString""}";47.365321276710816, 5.041683985867034
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Talant;;566.827069929478;2021-09-01T04:00:00+02:00;"{""coordinates"": [[4.99427360375108, 47.330747442864556], [4.9941380253294545, 47.330894139424444], [4.994299487946242, 47.3311792834427], [4.994316487855444, 47.33123823855542], [4.994332770111658, 47.33131605547003], [4.994343031637854, 47.33137263473183], [4.994352171058517, 47.33143992775044], [4.9943596996180535, 47.33150810078089], [4.994364201492901, 47.3315819698622], [4.994367079338077, 47.33165643844036], [4.994364142630732, 47.33173047768196], [4.994370174221286, 47.331785184756676], [4.99438304056095, 47.33184423570693], [4.994404406786564, 47.33194106142088], [4.994434723742385, 47.332034868057534], [4.994470042076402, 47.33212940423603], [4.99451271485636, 47.33222208363115], [4.9945610745565725, 47.33231266246029], [4.994592545373421, 47.33236312916324], [4.994623988549498, 47.33241303305068], [4.995175076227471, 47.33337774734053], [4.995571767445419, 47.33416600233817], [4.995866946188762, 47.334643545823994], [4.996161447331083, 47.3350741343585], [4.996436716938671, 47.335533852270025]], ""type"": ""LineString""}";47.33317292947474, 4.995124247707957
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Un;NON;Marsannay-la-Côte;;30.9328062309258;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.000123652778968, 47.27843360767467], [4.999737235669032, 47.27834266916587]], ""type"": ""LineString""}";47.27838813842027, 4.999930444224001
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;220.16663782024503;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.05497404708048, 47.30499670269857], [5.055729689975694, 47.3046810438007], [5.056738026420436, 47.304229778156206], [5.05743004988274, 47.303933352478346]], ""type"": ""LineString""}";47.30446758423958, 5.056203133016007
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Talant;;134.764869818361;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.991023706071682, 47.33617410124883], [4.991039874431836, 47.33599990999445], [4.991102676576625, 47.33584827384343], [4.991179093006876, 47.33570420106267], [4.991285278660008, 47.33555972618912], [4.991396416222947, 47.3354483256244], [4.991559883741953, 47.33530759700622], [4.991727073851254, 47.33517522066116], [4.991803683601301, 47.33511833352509]], ""type"": ""LineString""}";47.33559277325639, 4.991329299153366
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;167.850256834097;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0507140307623155, 47.314760020789976], [5.050584624861288, 47.314150171115536], [5.050340681888655, 47.313272007530074]], ""type"": ""LineString""}";47.31401329236429, 5.05053847740705
Piste cyclable bidirectionnelle + Vélorue;Piste cyclable;Réalisé;Trois;NON;Dijon;;15.0280860291655;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0282669963344455, 47.31379230090662], [5.028339507933969, 47.31391816739576]], ""type"": ""LineString""}";47.31385523415119, 5.028303252134208
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;395.31625132180403;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.042544609045366, 47.33344429387525], [5.042805045339094, 47.33133290732011], [5.043241846296523, 47.32992674784086]], ""type"": ""LineString""}";47.33166920854602, 5.042817422891532
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;149.76078387065502;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.040460390243774, 47.33758380911825], [5.040561739387636, 47.33747708866275], [5.04118114776789, 47.33661908074477], [5.041234551471454, 47.33654610770821], [5.04135284653414, 47.3363818930196]], ""type"": ""LineString""}";47.33698847327174, 5.040913386491925
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;NON;138.40378968318802;2021-05-21T04:00:00+02:00;"{""coordinates"": [[5.046135073420914, 47.312596348477214], [5.04645149852866, 47.31221385594913], [5.0470202700728946, 47.31150662388584]], ""type"": ""LineString""}";47.31205288975052, 5.046579392478387
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chenôve;;49.234671428273;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.002496874952007, 47.285499169138056], [5.001855868225361, 47.28557598154632]], ""type"": ""LineString""}";47.28553757534219, 5.002176371588684
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;197.057398082589;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.035048558575202, 47.30877340742163], [5.035115408324338, 47.307001396563955]], ""type"": ""LineString""}";47.307887401992794, 5.0350819834497695
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;85.4174332813273;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.047935537910192, 47.30719535478677], [5.049048773155131, 47.307325896863404]], ""type"": ""LineString""}";47.30726062582509, 5.048492155532662
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;92.2337157239694;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.00457899593625, 47.311937032244586], [5.005763427851352, 47.312135678823815]], ""type"": ""LineString""}";47.312036355534204, 5.005171211893801
Couloir Bus/Vélo + double sens;Couloir Bus;Réalisé;Deux;NON;Dijon;;60.50079025980919;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.036208808686379, 47.320003248505465], [5.036382005466381, 47.320091037226526], [5.036536514917408, 47.3201528234041], [5.036755858348706, 47.32038438619015]], ""type"": ""LineString""}";47.32016940508473, 5.0365001779335685
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;21.0484226116828;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.035864387412107, 47.31816350047282], [5.035624594970491, 47.318067281477774]], ""type"": ""LineString""}";47.318115390975294, 5.0357444911912985
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;110.72247989076101;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.026417051572516, 47.34942888764348], [5.027853041890347, 47.349230094188606]], ""type"": ""LineString""}";47.34932949091604, 5.0271350467314315
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;52.5201835786015;2022-07-11T04:00:00+02:00;"{""coordinates"": [[5.044606747653172, 47.32410908825948], [5.045274383772977, 47.323978265839614]], ""type"": ""LineString""}";47.324043677049545, 5.044940565713075
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;9.464026046033469;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.060755195946653, 47.28806522754228], [5.060681818772563, 47.28813418273473]], ""type"": ""LineString""}";47.28809970513851, 5.060718507359608
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Talant;;329.617750104274;2021-09-01T04:00:00+02:00;"{""coordinates"": [[4.999152990270545, 47.33781789790044], [4.998778293750247, 47.33762204855714], [4.998638578908369, 47.337541731289406], [4.9985098200191045, 47.33746538007964], [4.9984158596802235, 47.33740650969892], [4.99831321401315, 47.337339400883174], [4.998222462827335, 47.33727848699508], [4.99812396514413, 47.33721156432601], [4.9980363809368455, 47.337147765449004], [4.997941008039922, 47.337077114487016], [4.997773109789131, 47.336945972836894], [4.997622838489776, 47.33681977037374], [4.997466935676891, 47.336680195989025], [4.99706643723389, 47.33621520513237], [4.996436716938671, 47.335533852270025]], ""type"": ""LineString""}";47.33677876607114, 4.997712055016614
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Chenôve;;131.486380528175;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.015705988476246, 47.29241121776739], [5.016431242083944, 47.293486143468456]], ""type"": ""LineString""}";47.292948680617926, 5.016068615280095
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;23.8691460495153;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.059229976974492, 47.290815463997525], [5.059336341287163, 47.290725928763386], [5.0593945258397675, 47.290634548629]], ""type"": ""LineString""}";47.290731080891334, 5.059319190805944
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;203.555382674208;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.057619954434645, 47.292281630075074], [5.057677651357076, 47.29221863808847], [5.0586608005037865, 47.2912937094061], [5.059072327511612, 47.29094816968287], [5.059229976974492, 47.290815463997525]], ""type"": ""LineString""}";47.29153616560101, 5.058413688260663
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Fontaine-lès-Dijon;;8.75457604056301;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.020150745488994, 47.34287841721577], [5.0200348876760295, 47.342878574887045]], ""type"": ""LineString""}";47.34287849605141, 5.020092816582512
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;239.622971641702;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04322425205314, 47.31115723243605], [5.041918067900296, 47.30919333325945]], ""type"": ""LineString""}";47.31017528284775, 5.042571159976718
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;80.19474176337239;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.022595598834762, 47.314771567842655], [5.022901909350742, 47.31485895416641], [5.0235244751121755, 47.315116326876264]], ""type"": ""LineString""}";47.31493230051238, 5.023064090927353
Itinéraire conseillé;;Réalisé;Un;NON;Saint-Apollinaire;;17.6795679541978;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.086765808477297, 47.333815590407376], [5.0865994994530235, 47.333799857076365], [5.086533875443481, 47.33379494916261]], ""type"": ""LineString""}";47.33380480707336, 5.086649881146251
Itinéraire conseillé;;Réalisé;Un;NON;Saint-Apollinaire;;63.3301775959139;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.086533875443481, 47.33379494916261], [5.085700755849462, 47.33373375674963]], ""type"": ""LineString""}";47.33376435295612, 5.086117315646472
Bande cyclable;Bande cyclable;Supprimé;Un;NON;Dijon;;60.7263456902356;2021-05-21T04:00:00+02:00;"{""coordinates"": [[5.028615287084456, 47.31932713226066], [5.028315934746316, 47.318820227868684]], ""type"": ""LineString""}";47.319073680064676, 5.0284656109153865
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Chenôve;;134.587226752393;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.017172694082728, 47.29458670608436], [5.016431242083944, 47.293486143468456]], ""type"": ""LineString""}";47.29403642477641, 5.016801968083335
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;80.6228833708807;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.0202793419226355, 47.29977882194696], [5.020385944792204, 47.29997506217713], [5.020674527219572, 47.30045228132492]], ""type"": ""LineString""}";47.30011738632677, 5.0204737358141625
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Chenôve;;11.0384949562882;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.017881194386381, 47.29563965113632], [5.017820439209251, 47.29554936763243]], ""type"": ""LineString""}";47.29559450938437, 5.017850816797816
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Chenôve;;24.952070038576;2021-11-01T02:00:00+01:00;"{""coordinates"": [[5.015380580637612, 47.29192330790023], [5.015243845419264, 47.29171904230395]], ""type"": ""LineString""}";47.291821175102086, 5.015312213028438
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;7.3827380076771;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.053969307711587, 47.29657903843182], [5.053922658702353, 47.29663737519978]], ""type"": ""LineString""}";47.296608206815804, 5.053945983206971
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Longvic;;55.5864308029397;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.051816647388685, 47.300384365047655], [5.0519871025735466, 47.29989797691798]], ""type"": ""LineString""}";47.30014117098282, 5.051901874981116
