Localisation (adresse);Nombre d'arceaux;Type d'attache;Observations;Commune;Année;Type;Nombre d'arceaux supplémentaires;geo_shape;geo_point_2d
1bis place ST Bénigne;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.033477236253463, 47.32178953795197], ""type"": ""Point""}";47.32178953795197, 5.033477236253463
1bis place ST Bénigne;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0335782667306015, 47.32195984438534], ""type"": ""Point""}";47.32195984438534, 5.0335782667306015
9 rue Mariotte;5;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.031772692195147, 47.321910449477045], ""type"": ""Point""}";47.321910449477045, 5.031772692195147
rue Danton;3;;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0360971064625195, 47.32056903590497], ""type"": ""Point""}";47.32056903590497, 5.0360971064625195
10 rue cazotte;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.03437923408864, 47.31975427810384], ""type"": ""Point""}";47.31975427810384, 5.03437923408864
17 Bd Alexandre 1er de Yougoslavie;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.020107008344446, 47.33025619584835], ""type"": ""Point""}";47.33025619584835, 5.020107008344446
AV Albert 1er vers pont sncf;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0288001447553246, 47.322176351439175], ""type"": ""Point""}";47.322176351439175, 5.0288001447553246
17 rue de l'île;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.029882498583528, 47.31398413929232], ""type"": ""Point""}";47.31398413929232, 5.029882498583528
AV Albert 1er entrée Arquebuse;12;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.026622191633167, 47.322387262456544], ""type"": ""Point""}";47.322387262456544, 5.026622191633167
;20;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.06722666628909, 47.31932500025019], ""type"": ""Point""}";47.31932500025019, 5.06722666628909
40 rue d'Auxonne;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.047078030009279, 47.31467500859095], ""type"": ""Point""}";47.31467500859095, 5.047078030009279
15 rue de Longvic;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.044860823628093, 47.314908292693765], ""type"": ""Point""}";47.314908292693765, 5.044860823628093
23 rue Jean Baptiste Baudin;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.048081066465085, 47.31755813503672], ""type"": ""Point""}";47.31755813503672, 5.048081066465085
5 rue Gaston Paris;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.04770769584767, 47.31655918084108], ""type"": ""Point""}";47.31655918084108, 5.04770769584767
;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.068288332717342, 47.31716166671022], ""type"": ""Point""}";47.31716166671022, 5.068288332717342
177 rue des Roussottes;5;;;Dijon;2023;Existant;;"{""coordinates"": [5.005951666231012, 47.3116333333373], ""type"": ""Point""}";47.3116333333373, 5.005951666231012
;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.04384166715641, 47.33012500020492], ""type"": ""Point""}";47.33012500020492, 5.04384166715641
79 avenue du Drapeau;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044260951835295, 47.3377781170396], ""type"": ""Point""}";47.3377781170396, 5.044260951835295
2 place Roger Salengro;3;;;Dijon;2023;Existant;;"{""coordinates"": [5.056465262109116, 47.307984405466016], ""type"": ""Point""}";47.307984405466016, 5.056465262109116
10 rue Parmentier;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.046918079084166, 47.32749638965434], ""type"": ""Point""}";47.32749638965434, 5.046918079084166
38 rue Marceau;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047455569234385, 47.329540934066685], ""type"": ""Point""}";47.329540934066685, 5.047455569234385
96 Bd de Strasbourg;3;;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.065010000519165, 47.32214999991829], ""type"": ""Point""}";47.32214999991829, 5.065010000519165
;15;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.065051666355883, 47.31603500001366], ""type"": ""Point""}";47.31603500001366, 5.065051666355883
26 rue de Mirande;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.052408476285335, 47.31860042615608], ""type"": ""Point""}";47.31860042615608, 5.052408476285335
36 rue de Mirande;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.053813953425311, 47.318534965905], ""type"": ""Point""}";47.318534965905, 5.053813953425311
7 Bd Voltaire;1;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.052236814228864, 47.32051690726489], ""type"": ""Point""}";47.32051690726489, 5.052236814228864
19 Bd de l'Université;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.055341856847357, 47.31346243734677], ""type"": ""Point""}";47.31346243734677, 5.055341856847357
3 Bd Mansart;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.056864896918644, 47.30816225914728], ""type"": ""Point""}";47.30816225914728, 5.056864896918644
11 Bd Voltaire;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.051764745703816, 47.31847677944584], ""type"": ""Point""}";47.31847677944584, 5.051764745703816
;12;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.040262171584816, 47.31910932367952], ""type"": ""Point""}";47.31910932367952, 5.040262171584816
35 Bd de Strasbourg;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.058153595576398, 47.32177030417869], ""type"": ""Point""}";47.32177030417869, 5.058153595576398
6 Bd de Strasbourg;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.053562251815871, 47.32153068037009], ""type"": ""Point""}";47.32153068037009, 5.053562251815871
début allée Alice Guy;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.029329606004156, 47.31829411785703], ""type"": ""Point""}";47.31829411785703, 5.029329606004156
rue de l'Hôpital au niveau de la rue Monge;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.031711007283358, 47.31743936817344], ""type"": ""Point""}";47.31743936817344, 5.031711007283358
rue de l'Hôpital parvis UNESCO;12;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.03100866904515, 47.31729402311517], ""type"": ""Point""}";47.31729402311517, 5.03100866904515
39 AV Jean Jaurès;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.028205310447811, 47.31328877856254], ""type"": ""Point""}";47.31328877856254, 5.028205310447811
37 AV Jean Jaurès;7;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.028296588929352, 47.31345875727838], ""type"": ""Point""}";47.31345875727838, 5.028296588929352
11 Bd Thiers;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0470807712314665, 47.32556523966156], ""type"": ""Point""}";47.32556523966156, 5.0470807712314665
60 AV Raymond Poincaré;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0633928764947695, 47.32873484173152], ""type"": ""Point""}";47.32873484173152, 5.0633928764947695
11 rue des Roses;3;Boulonnés;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.035794149046039, 47.326350963538246], ""type"": ""Point""}";47.326350963538246, 5.035794149046039
84 Av Raymond Poincaré;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.06704833366624, 47.32874333335332], ""type"": ""Point""}";47.32874333335332, 5.06704833366624
;3;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.033141760746376, 47.32740554528266], ""type"": ""Point""}";47.32740554528266, 5.033141760746376
Allée Claude Guyot;8;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.062511983975724, 47.32662979363146], ""type"": ""Point""}";47.32662979363146, 5.062511983975724
17 rue Paul Cabet;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.050550375958592, 47.321815512611586], ""type"": ""Point""}";47.321815512611586, 5.050550375958592
parc AV du Drapeau;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.043604292525887, 47.33715167798479], ""type"": ""Point""}";47.33715167798479, 5.043604292525887
rue du stade (entrée du stade EST);15;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.069374514280582, 47.32502332798936], ""type"": ""Point""}";47.32502332798936, 5.069374514280582
Allée Claude Guyot;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.062584999559675, 47.326126666636895], ""type"": ""Point""}";47.326126666636895, 5.062584999559675
Allée Claude Guyot;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.062588333476523, 47.325684999984844], ""type"": ""Point""}";47.325684999984844, 5.062588333476523
37 rue Montmuzard;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.06369988528461, 47.325447796276606], ""type"": ""Point""}";47.325447796276606, 5.06369988528461
Place Gaston Gérard entrée stade OUEST;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.065591666500603, 47.3251483329357], ""type"": ""Point""}";47.3251483329357, 5.065591666500603
66 AV du Drapeau;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044643730661166, 47.337887458919525], ""type"": ""Point""}";47.337887458919525, 5.044643730661166
25 rue du 26éme Dragon;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048492704014121, 47.333523705874185], ""type"": ""Point""}";47.333523705874185, 5.048492704014121
49 AV Aristide Briand;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052022491047684, 47.333312839816024], ""type"": ""Point""}";47.333312839816024, 5.052022491047684
51 AV Aristide Briand;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.052161965113652, 47.333432815752104], ""type"": ""Point""}";47.333432815752104, 5.052161965113652
61 AV Aristide Briand;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.053106103915047, 47.33413812320118], ""type"": ""Point""}";47.33413812320118, 5.053106103915047
;3;;;Talant;;Existant;;"{""coordinates"": [5.001291291750631, 47.34099628342532], ""type"": ""Point""}";47.34099628342532, 5.001291291750631
;20;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.066269521715205, 47.31607345168713], ""type"": ""Point""}";47.31607345168713, 5.066269521715205
;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.068383333369786, 47.31894166691994], ""type"": ""Point""}";47.31894166691994, 5.068383333369786
32 Bd Fyot;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.015874861358008, 47.30943189470892], ""type"": ""Point""}";47.30943189470892, 5.015874861358008
place de l'orangerie;3;Scellés;;Longvic;2023;Existant;;"{""coordinates"": [5.068756251624627, 47.285348584699285], ""type"": ""Point""}";47.285348584699285, 5.068756251624627
2 rue Raoul de Juigne;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0192548225958005, 47.3322168880482], ""type"": ""Point""}";47.3322168880482, 5.0192548225958005
Gymnase Cosec;;;9 avril  2020;Chevigny-Saint-Sauveur;;Existant;;"{""coordinates"": [5.127530954383625, 47.303931177940164], ""type"": ""Point""}";47.303931177940164, 5.127530954383625
Terrain de sport;6;;;Daix;0;Existant;;"{""coordinates"": [4.991449939978184, 47.35639605780174], ""type"": ""Point""}";47.35639605780174, 4.991449939978184
14 rue des hervelets;4;Scellés;;Chevigny-Saint-Sauveur;2023;Existant;;"{""coordinates"": [5.1304816670929885, 47.2974033332868], ""type"": ""Point""}";47.2974033332868, 5.1304816670929885
14 rue du faubourg saint Nicolas;6;Scellés;;Fontaine-lès-Dijon;2023;Existant;;"{""coordinates"": [5.030712951101523, 47.33972912789784], ""type"": ""Point""}";47.33972912789784, 5.030712951101523
11 rue Angélique Ducoudray;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0701450001744695, 47.32353499979039], ""type"": ""Point""}";47.32353499979039, 5.0701450001744695
;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.040084452361126, 47.32657350540291], ""type"": ""Point""}";47.32657350540291, 5.040084452361126
49 rue cassin;2;Scellés;arceau, sol : pavé scellés;Saint-Apollinaire;2023;Existant;;"{""coordinates"": [5.083301557217638, 47.32713200349477], ""type"": ""Point""}";47.32713200349477, 5.083301557217638
48 AV de l'égalité;3;Boulonnés;;Chevigny-Saint-Sauveur;2023;Existant;;"{""coordinates"": [5.134789999396055, 47.297896666437694], ""type"": ""Point""}";47.297896666437694, 5.134789999396055
46 Bd Fyot;1;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.01545424757687, 47.30915898266649], ""type"": ""Point""}";47.30915898266649, 5.01545424757687
4 rue Joseph Milsand;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.03907018250886, 47.30898331794577], ""type"": ""Point""}";47.30898331794577, 5.03907018250886
5 rue Joseph Milsand;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.0391942026851435, 47.308948279600905], ""type"": ""Point""}";47.308948279600905, 5.0391942026851435
28 rue le Jolivet;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.061021666122812, 47.30840333332165], ""type"": ""Point""}";47.30840333332165, 5.061021666122812
place de la république;3;;scellés;Dijon;2018;Existant;;"{""coordinates"": [5.04433458428041, 47.327259096618434], ""type"": ""Point""}";47.327259096618434, 5.04433458428041
place de la République;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044157162482013, 47.32695787555979], ""type"": ""Point""}";47.32695787555979, 5.044157162482013
69 rue Devosge;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.042183055781231, 47.32721118740185], ""type"": ""Point""}";47.32721118740185, 5.042183055781231
;4;;;Dijon;2023;Existant;;"{""coordinates"": [5.067713847088075, 47.31578851267984], ""type"": ""Point""}";47.31578851267984, 5.067713847088075
;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.040653333427616, 47.329806666316536], ""type"": ""Point""}";47.329806666316536, 5.040653333427616
;3;;;Dijon;2020;Existant;;"{""coordinates"": [5.051959529521122, 47.33602707761847], ""type"": ""Point""}";47.33602707761847, 5.051959529521122
;10;;;Dijon;2019;Existant;;"{""coordinates"": [5.049923332815744, 47.32321666639935], ""type"": ""Point""}";47.32321666639935, 5.049923332815744
;3;;;Dijon;2019;Existant;;"{""coordinates"": [5.0478088086332225, 47.322598067879206], ""type"": ""Point""}";47.322598067879206, 5.0478088086332225
;5;;;Dijon;2020;Existant;;"{""coordinates"": [5.046875901468314, 47.32403286480959], ""type"": ""Point""}";47.32403286480959, 5.046875901468314
;2;;;Dijon;2020;Existant;;"{""coordinates"": [5.050200000598978, 47.32301666679771], ""type"": ""Point""}";47.32301666679771, 5.050200000598978
4 Bd du Chamoine Kir;4;Scellés et/ou boulonnés;(scellés 3) et (boulonnés 1);Dijon;2023;Existant;;"{""coordinates"": [5.010046267542324, 47.321789016882455], ""type"": ""Point""}";47.321789016882455, 5.010046267542324
;3;;;Dijon;2020;Existant;;"{""coordinates"": [5.049451666181316, 47.32390000037491], ""type"": ""Point""}";47.32390000037491, 5.049451666181316
;2;Scellés;;Ahuy;2023;Existant;;"{""coordinates"": [5.0248169547344865, 47.36723808364751], ""type"": ""Point""}";47.36723808364751, 5.0248169547344865
22 rue de la Colombière;5;Scellés et/ou boulonnés;(scellés 2) et (boulonnés 3);Dijon;2023;Existant;;"{""coordinates"": [5.0416083178149025, 47.310018272657786], ""type"": ""Point""}";47.310018272657786, 5.0416083178149025
2 rue Molidors;6;Scellés et/ou boulonnés;(scellés 4) et (boulonnés 2);Dijon;2023;Existant;;"{""coordinates"": [5.0584582499990365, 47.3146429405714], ""type"": ""Point""}";47.3146429405714, 5.0584582499990365
1 rue Docteur Tarnier;6;Scellés et/ou boulonnés;(scellés 2) et (boulonnés 4);Dijon;2023;Existant;;"{""coordinates"": [5.026314753658733, 47.312207344080015], ""type"": ""Point""}";47.312207344080015, 5.026314753658733
2 place Barbe;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.038797940978453, 47.3289483417577], ""type"": ""Point""}";47.3289483417577, 5.038797940978453
1bis place du 30 octobre;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052869815584065, 47.32147148472993], ""type"": ""Point""}";47.32147148472993, 5.052869815584065
65 Avenue Victor Hugo;4;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.025021572955977, 47.3292427899143], ""type"": ""Point""}";47.3292427899143, 5.025021572955977
rue des Valendons terrain de hat-trick;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.008793333623789, 47.30340666681654], ""type"": ""Point""}";47.30340666681654, 5.008793333623789
;4;;;Quetigny;;Existant;;"{""coordinates"": [5.110460814802602, 47.31475420845653], ""type"": ""Point""}";47.31475420845653, 5.110460814802602
;4;;;Quetigny;;Existant;;"{""coordinates"": [5.110550998016351, 47.31491333767867], ""type"": ""Point""}";47.31491333767867, 5.110550998016351
;7;;;Quetigny;;Existant;;"{""coordinates"": [5.106940216004141, 47.31606447501002], ""type"": ""Point""}";47.31606447501002, 5.106940216004141
;7;;;Quetigny;2008;Existant;;"{""coordinates"": [5.106280419304551, 47.31874441785453], ""type"": ""Point""}";47.31874441785453, 5.106280419304551
;8;;pince vélo;Quetigny;;Existant;;"{""coordinates"": [5.10741448468024, 47.31797897178626], ""type"": ""Point""}";47.31797897178626, 5.10741448468024
;9;;abris couvert;Quetigny;2019;Existant;;"{""coordinates"": [5.100792046932083, 47.3091630491384], ""type"": ""Point""}";47.3091630491384, 5.100792046932083
4 rue Proudhon;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.045288412387459, 47.32381891698609], ""type"": ""Point""}";47.32381891698609, 5.045288412387459
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045654697826403, 47.32543391534579], ""type"": ""Point""}";47.32543391534579, 5.045654697826403
;9;;abris couvert;Quetigny;2019;Existant;;"{""coordinates"": [5.101978340216881, 47.30987390582198], ""type"": ""Point""}";47.30987390582198, 5.101978340216881
;6;;;Quetigny;;Existant;;"{""coordinates"": [5.107711723920528, 47.31619878574241], ""type"": ""Point""}";47.31619878574241, 5.107711723920528
;6;;un pince vélo - 12 vélos;Quetigny;2020;Existant;;"{""coordinates"": [5.119809649185224, 47.31413313353983], ""type"": ""Point""}";47.31413313353983, 5.119809649185224
